+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Product Details                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| # Mass Gainer                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
+----------------+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| ## Price       | - Regular Price: ~~£41.99~~                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
|                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |
|                | +-------------+--------------------+                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
|                | | Ingredient  | Per Serving (135g) |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
|                | +=============+====================+                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
|                | | L-Glutamine | 10g                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
|                | +-------------+--------------------+                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
|                | | L-Leucine   | 5.9g               |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
|                | +-------------+--------------------+                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
+----------------+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+

+-------------------------------------------+
| Product Recommendations (recently viewed) |
+---------------------+---------------------+
| typeId              | recently-viewed     |
+---------------------+---------------------+
| count               | 6                   |
+---------------------+---------------------+

+--------------------------------------------------------------------------------------------------------------------------------------+
| Metadata                                                                                                                             |
+---------------------+----------------------------------------------------------------------------------------------------------------+
| title               | Complete Mass Gainer™ \| Mass Gainer Shake \| Bulk™                                                            |
+---------------------+----------------------------------------------------------------------------------------------------------------+
| description         | Elevate your gains with Complete Mass Gainer™. A blend of Whey, Milk Protein, Leucine, and Scottish Oats for   |
|                     | muscle growth. Bulk, formerly Bulk Powders.                                                                    |
+---------------------+----------------------------------------------------------------------------------------------------------------+
| keywords            | Complete Mass™, Complete Mass Gainer, Mass, Gainer, Weight Gainer, Complete, Bulk Blends, Blends, Complete     |
|                     | Mass, Complete Series, Oats, Ultra Fine Scottish Oats, Scottish Oats, Fine Oats, Oat Powder, Oat Flour, Gain,  |
|                     | Mass Gain, Weight Gain,                                                                                        |
+---------------------+----------------------------------------------------------------------------------------------------------------+
| image               | ![][image0]                                                                                                    |
+---------------------+----------------------------------------------------------------------------------------------------------------+
| id                  | 2759                                                                                                           |
+---------------------+----------------------------------------------------------------------------------------------------------------+
| sku                 | BBLE-CMAS                                                                                                      |
+---------------------+----------------------------------------------------------------------------------------------------------------+
| x-cs-lastModifiedAt | 2025-06-23T12:03:32.442Z                                                                                       |
+---------------------+----------------------------------------------------------------------------------------------------------------+
| og:type             | og:product                                                                                                     |
+---------------------+----------------------------------------------------------------------------------------------------------------+
| json-ld             | {   "@context": "http\://schema.org",   "@type": "Product",   "sku": "BBLE-CMAS",   "name": "Mass Gainer",     |
|                     | "image": "https\://www\.bulk.com/media/catalog/product/m/a/mass\_gainer\_banana\_main\_4e60.jpg",   "gtin":    |
|                     | "",   "description": "Built For Bulking",   "@id":                                                             |
|                     | "https\://www\.bulk.com/uk/products/complete-mass-gainer/bble-cmas",   "brand": {     "@type": "Brand",        |
|                     | "name": "Bulk"   },   "offers": \[     {       "@type": "Offer",       "sku": "BBLE-CMAS-BANA-1000-V2",        |
|                     | "url":                                                                                                         |
|                     | "https\://www\.bulk.com/uk/products/complete-mass-gainer/bble-cmas?view=ppc\&o=MTc4LTE3OTA3LDE3OS0yNQ==",      |
|                     |  "gtin": "5055950622814",       "image":                                                                       |
|                     | "https\://www\.bulk.com/media/catalog/product/b/b/bble\_cmas\_banana\_image\_1\_UK\_1a4e.jpg",                 |
|                     | "availability": "InStock",       "price": 11.49,       "priceCurrency": "GBP",       "itemCondition":          |
|                     | "NewCondition",       "priceValidUntil": "2025-07-01",       "priceSpecification": {         "@type":          |
|                     | "UnitPriceSpecification",         "priceType": "https\://schema.org/ListPrice",         "price": 19.99,        |
|                     |  "priceCurrency": "GBP"       }     },     {       "@type": "Offer",       "sku": "BBLE-CMAS-BANA-2500-V2",    |
|                     |    "url":                                                                                                      |
|                     | "https\://www\.bulk.com/uk/products/complete-mass-gainer/bble-cmas?view=ppc\&o=MTc4LTE3OTA3LDE3OS0zMw==",      |
|                     |  "gtin": "5055950622821",       "image":                                                                       |
|                     | "https\://www\.bulk.com/media/catalog/product/b/b/bble\_cmas\_banana\_image\_1\_UK\_1a4e.jpg",                 |
|                     | "availability": "InStock",       "price": 27.49,       "priceCurrency": "GBP",       "itemCondition":          |
|                     | "NewCondition",       "priceValidUntil": "2025-07-01",       "priceSpecification": {         "@type":          |
|                     | "UnitPriceSpecification",         "priceType": "https\://schema.org/ListPrice",         "price": 41.99,        |
|                     |  "priceCurrency": "GBP"       }     },     {       "@type": "Offer",       "sku": "BBLE-CMAS-BANA-5000-V2",    |
|                     |    "url":                                                                                                      |
|                     | "https\://www\.bulk.com/uk/products/complete-mass-gainer/bble-cmas?view=ppc\&o=MTc4LTE3OTA3LDE3OS0zNA==",      |
|                     |  "gtin": "5055950622838",       "image":                                                                       |
|                     | "https\://www\.bulk.com/media/catalog/product/b/b/bble\_cmas\_banana\_image\_1\_UK\_1a4e.jpg",                 |
|                     | "availability": "InStock",       "price": 46.49,       "priceCurrency": "GBP",       "itemCondition":          |
|                     | "NewCondition",       "priceValidUntil": "2025-07-01",       "priceSpecification": {         "@type":          |
|                     | "UnitPriceSpecification",         "priceType": "https\://schema.org/ListPrice",         "price": 69.99,        |
|                     |  "priceCurrency": "GBP"       }     },     {       "@type": "Offer",       "sku": "BBLE-CMAS-CCAR-1000",       |
|                     | "url": "https\://www\.bulk.com/uk/products/complete-mass-gainer/bble-cmas?view=ppc\&o=MTc5LTI1LDE3OC0zOTM=",   |
|                     |     "gtin": "5055950624481",       "image":                                                                    |
|                     | "https\://www\.bulk.com/media/catalog/product/b/b/bble\_cmas\_chocolate\_caramel\_image\_1\_UK\_de1f.jpg",     |
|                     |   "availability": "InStock",       "price": 11.49,       "priceCurrency": "GBP",       "itemCondition":        |
|                     | "NewCondition",       "priceValidUntil": "2025-07-01",       "priceSpecification": {         "@type":          |
|                     | "UnitPriceSpecification",         "priceType": "https\://schema.org/ListPrice",         "price": 19.99,        |
|                     |  "priceCurrency": "GBP"       }     },     {       "@type": "Offer",       "sku": "BBLE-CMAS-CCAR-2500",       |
|                     | "url": "https\://www\.bulk.com/uk/products/complete-mass-gainer/bble-cmas?view=ppc\&o=MTc5LTMzLDE3OC0zOTM=",   |
|                     |     "gtin": "5055950624498",       "image":                                                                    |
|                     | "https\://www\.bulk.com/media/catalog/product/b/b/bble\_cmas\_chocolate\_caramel\_image\_1\_UK\_de1f.jpg",     |
|                     |   "availability": "InStock",       "price": 27.49,       "priceCurrency": "GBP",       "itemCondition":        |
|                     | "NewCondition",       "priceValidUntil": "2025-07-01",       "priceSpecification": {         "@type":          |
|                     | "UnitPriceSpecification",         "priceType": "https\://schema.org/ListPrice",         "price": 41.99,        |
|                     |  "priceCurrency": "GBP"       }     },     {       "@type": "Offer",       "sku": "BBLE-CMAS-CCAR-5000",       |
|                     | "url": "https\://www\.bulk.com/uk/products/complete-mass-gainer/bble-cmas?view=ppc\&o=MTc5LTM0LDE3OC0zOTM=",   |
|                     |     "gtin": "5055950624504",       "image":                                                                    |
|                     | "https\://www\.bulk.com/media/catalog/product/b/b/bble\_cmas\_chocolate\_caramel\_image\_1\_UK\_de1f.jpg",     |
|                     |   "availability": "InStock",       "price": 46.49,       "priceCurrency": "GBP",       "itemCondition":        |
|                     | "NewCondition",       "priceValidUntil": "2025-07-01",       "priceSpecification": {         "@type":          |
|                     | "UnitPriceSpecification",         "priceType": "https\://schema.org/ListPrice",         "price": 69.99,        |
|                     |  "priceCurrency": "GBP"       }     },     {       "@type": "Offer",       "sku": "BBLE-CMAS-CCOO-1000-V2",    |
|                     |    "url":                                                                                                      |
|                     | "https\://www\.bulk.com/uk/products/complete-mass-gainer/bble-cmas?view=ppc\&o=MTc4LTE3OTE0LDE3OS0yNQ==",      |
|                     |  "gtin": "5055950622906",       "image":                                                                       |
|                     | "https\://www\.bulk.com/media/catalog/product/b/b/bble\_cmas\_chocolate\_cookies\_image\_1\_UK\_e88e.jpg",     |
|                     |   "availability": "InStock",       "price": 11.49,       "priceCurrency": "GBP",       "itemCondition":        |
|                     | "NewCondition",       "priceValidUntil": "2025-07-01",       "priceSpecification": {         "@type":          |
|                     | "UnitPriceSpecification",         "priceType": "https\://schema.org/ListPrice",         "price": 19.99,        |
|                     |  "priceCurrency": "GBP"       }     },     {       "@type": "Offer",       "sku": "BBLE-CMAS-CCOO-2500-V2",    |
|                     |    "url":                                                                                                      |
|                     | "https\://www\.bulk.com/uk/products/complete-mass-gainer/bble-cmas?view=ppc\&o=MTc4LTE3OTE0LDE3OS0zMw==",      |
|                     |  "gtin": "5055950622913",       "image":                                                                       |
|                     | "https\://www\.bulk.com/media/catalog/product/b/b/bble\_cmas\_chocolate\_cookies\_image\_1\_UK\_e88e.jpg",     |
|                     |   "availability": "InStock",       "price": 27.49,       "priceCurrency": "GBP",       "itemCondition":        |
|                     | "NewCondition",       "priceValidUntil": "2025-07-01",       "priceSpecification": {         "@type":          |
|                     | "UnitPriceSpecification",         "priceType": "https\://schema.org/ListPrice",         "price": 41.99,        |
|                     |  "priceCurrency": "GBP"       }     },     {       "@type": "Offer",       "sku": "BBLE-CMAS-CCOO-5000-V2",    |
|                     |    "url":                                                                                                      |
|                     | "https\://www\.bulk.com/uk/products/complete-mass-gainer/bble-cmas?view=ppc\&o=MTc4LTE3OTE0LDE3OS0zNA==",      |
|                     |  "gtin": "5055950622920",       "image":                                                                       |
|                     | "https\://www\.bulk.com/media/catalog/product/b/b/bble\_cmas\_chocolate\_cookies\_image\_1\_UK\_e88e.jpg",     |
|                     |   "availability": "InStock",       "price": 46.49,       "priceCurrency": "GBP",       "itemCondition":        |
|                     | "NewCondition",       "priceValidUntil": "2025-07-01",       "priceSpecification": {         "@type":          |
|                     | "UnitPriceSpecification",         "priceType": "https\://schema.org/ListPrice",         "price": 69.99,        |
|                     |  "priceCurrency": "GBP"       }     },     {       "@type": "Offer",       "sku": "BBLE-CMAS-CHOC-1000-V2",    |
|                     |    "url":                                                                                                      |
|                     | "https\://www\.bulk.com/uk/products/complete-mass-gainer/bble-cmas?view=ppc\&o=MTc4LTE3OTEyLDE3OS0yNQ==",      |
|                     |  "gtin": "5055950622876",       "image":                                                                       |
|                     | "https\://www\.bulk.com/media/catalog/product/b/b/bble\_cmas\_chocolate\_image\_1\_UK\_2d1d.jpg",              |
|                     | "availability": "InStock",       "price": 11.49,       "priceCurrency": "GBP",       "itemCondition":          |
|                     | "NewCondition",       "priceValidUntil": "2025-07-01",       "priceSpecification": {         "@type":          |
|                     | "UnitPriceSpecification",         "priceType": "https\://schema.org/ListPrice",         "price": 19.99,        |
|                     |  "priceCurrency": "GBP"       }     },     {       "@type": "Offer",       "sku": "BBLE-CMAS-CHOC-2500-V2",    |
|                     |    "url":                                                                                                      |
|                     | "https\://www\.bulk.com/uk/products/complete-mass-gainer/bble-cmas?view=ppc\&o=MTc5LTMzLDE3OC0xNzkxMg==",      |
|                     |  "gtin": "5055950622883",       "image":                                                                       |
|                     | "https\://www\.bulk.com/media/catalog/product/b/b/bble\_cmas\_chocolate\_image\_1\_UK\_2d1d.jpg",              |
|                     | "availability": "InStock",       "price": 27.49,       "priceCurrency": "GBP",       "itemCondition":          |
|                     | "NewCondition",       "priceValidUntil": "2025-07-01",       "priceSpecification": {         "@type":          |
|                     | "UnitPriceSpecification",         "priceType": "https\://schema.org/ListPrice",         "price": 41.99,        |
|                     |  "priceCurrency": "GBP"       }     },     {       "@type": "Offer",       "sku": "BBLE-CMAS-CHOC-5000-V2",    |
|                     |    "url":                                                                                                      |
|                     | "https\://www\.bulk.com/uk/products/complete-mass-gainer/bble-cmas?view=ppc\&o=MTc5LTM0LDE3OC0xNzkxMg==",      |
|                     |  "gtin": "5055950622890",       "image":                                                                       |
|                     | "https\://www\.bulk.com/media/catalog/product/b/b/bble\_cmas\_chocolate\_image\_1\_UK\_2d1d.jpg",              |
|                     | "availability": "InStock",       "price": 46.49,       "priceCurrency": "GBP",       "itemCondition":          |
|                     | "NewCondition",       "priceValidUntil": "2025-07-01",       "priceSpecification": {         "@type":          |
|                     | "UnitPriceSpecification",         "priceType": "https\://schema.org/ListPrice",         "price": 69.99,        |
|                     |  "priceCurrency": "GBP"       }     },     {       "@type": "Offer",       "sku": "BBLE-CMAS-CICM-1000",       |
|                     | "url":                                                                                                         |
|                     | "https\://www\.bulk.com/uk/products/complete-mass-gainer/bble-cmas?view=ppc\&o=MTc5LTI1LDE3OC0xNzg1Nw==",      |
|                     |  "gtin": "5055950621862",       "image":                                                                       |
|                     | "https\://www\.bulk.com/media/catalog/product/b/b/bble\_cmas\_cinnamon\_cereal\_milk\_image\_1\_UK\_1f8e.jpg", |
|                     |       "availability": "InStock",       "price": 11.49,       "priceCurrency": "GBP",       "itemCondition":    |
|                     | "NewCondition",       "priceValidUntil": "2025-07-01",       "priceSpecification": {         "@type":          |
|                     | "UnitPriceSpecification",         "priceType": "https\://schema.org/ListPrice",         "price": 19.99,        |
|                     |  "priceCurrency": "GBP"       }     },     {       "@type": "Offer",       "sku": "BBLE-CMAS-CICM-2500",       |
|                     | "url":                                                                                                         |
|                     | "https\://www\.bulk.com/uk/products/complete-mass-gainer/bble-cmas?view=ppc\&o=MTc4LTE3ODU3LDE3OS0zMw==",      |
|                     |  "gtin": "5055950621879",       "image":                                                                       |
|                     | "https\://www\.bulk.com/media/catalog/product/b/b/bble\_cmas\_cinnamon\_cereal\_milk\_image\_1\_UK\_1f8e.jpg", |
|                     |       "availability": "InStock",       "price": 27.49,       "priceCurrency": "GBP",       "itemCondition":    |
|                     | "NewCondition",       "priceValidUntil": "2025-07-01",       "priceSpecification": {         "@type":          |
|                     | "UnitPriceSpecification",         "priceType": "https\://schema.org/ListPrice",         "price": 41.99,        |
|                     |  "priceCurrency": "GBP"       }     },     {       "@type": "Offer",       "sku": "BBLE-CMAS-CICM-5000",       |
|                     | "url":                                                                                                         |
|                     | "https\://www\.bulk.com/uk/products/complete-mass-gainer/bble-cmas?view=ppc\&o=MTc4LTE3ODU3LDE3OS0zNA==",      |
|                     |  "gtin": "5055950621886",       "image":                                                                       |
|                     | "https\://www\.bulk.com/media/catalog/product/b/b/bble\_cmas\_cinnamon\_cereal\_milk\_image\_1\_UK\_1f8e.jpg", |
|                     |       "availability": "InStock",       "price": 46.49,       "priceCurrency": "GBP",       "itemCondition":    |
|                     | "NewCondition",       "priceValidUntil": "2025-07-01",       "priceSpecification": {         "@type":          |
|                     | "UnitPriceSpecification",         "priceType": "https\://schema.org/ListPrice",         "price": 69.99,        |
|                     |  "priceCurrency": "GBP"       }     },     {       "@type": "Offer",       "sku": "BBLE-CMAS-STRA-1000-V2",    |
|                     |    "url":                                                                                                      |
|                     | "https\://www\.bulk.com/uk/products/complete-mass-gainer/bble-cmas?view=ppc\&o=MTc4LTE3OTMwLDE3OS0yNQ==",      |
|                     |  "gtin": "5055950622845",       "image":                                                                       |
|                     | "https\://www\.bulk.com/media/catalog/product/b/b/bble\_cmas\_strawberry\_image\_1\_UK\_3387.jpg",             |
|                     | "availability": "InStock",       "price": 11.49,       "priceCurrency": "GBP",       "itemCondition":          |
|                     | "NewCondition",       "priceValidUntil": "2025-07-01",       "priceSpecification": {         "@type":          |
|                     | "UnitPriceSpecification",         "priceType": "https\://schema.org/ListPrice",         "price": 19.99,        |
|                     |  "priceCurrency": "GBP"       }     },     {       "@type": "Offer",       "sku": "BBLE-CMAS-STRA-2500-V2",    |
|                     |    "url":                                                                                                      |
|                     | "https\://www\.bulk.com/uk/products/complete-mass-gainer/bble-cmas?view=ppc\&o=MTc5LTMzLDE3OC0xNzkzMA==",      |
|                     |  "gtin": "5055950622852",       "image":                                                                       |
|                     | "https\://www\.bulk.com/media/catalog/product/b/b/bble\_cmas\_strawberry\_image\_1\_UK\_3387.jpg",             |
|                     | "availability": "InStock",       "price": 27.49,       "priceCurrency": "GBP",       "itemCondition":          |
|                     | "NewCondition",       "priceValidUntil": "2025-07-01",       "priceSpecification": {         "@type":          |
|                     | "UnitPriceSpecification",         "priceType": "https\://schema.org/ListPrice",         "price": 41.99,        |
|                     |  "priceCurrency": "GBP"       }     },     {       "@type": "Offer",       "sku": "BBLE-CMAS-STRA-5000-V2",    |
|                     |    "url":                                                                                                      |
|                     | "https\://www\.bulk.com/uk/products/complete-mass-gainer/bble-cmas?view=ppc\&o=MTc5LTM0LDE3OC0xNzkzMA==",      |
|                     |  "gtin": "5055950622869",       "image":                                                                       |
|                     | "https\://www\.bulk.com/media/catalog/product/b/b/bble\_cmas\_strawberry\_image\_1\_UK\_3387.jpg",             |
|                     | "availability": "InStock",       "price": 46.49,       "priceCurrency": "GBP",       "itemCondition":          |
|                     | "NewCondition",       "priceValidUntil": "2025-07-01",       "priceSpecification": {         "@type":          |
|                     | "UnitPriceSpecification",         "priceType": "https\://schema.org/ListPrice",         "price": 69.99,        |
|                     |  "priceCurrency": "GBP"       }     },     {       "@type": "Offer",       "sku": "BBLE-CMAS-VANI-1000-V2",    |
|                     |    "url":                                                                                                      |
|                     | "https\://www\.bulk.com/uk/products/complete-mass-gainer/bble-cmas?view=ppc\&o=MTc4LTE3OTM1LDE3OS0yNQ==",      |
|                     |  "gtin": "5055950622784",       "image":                                                                       |
|                     | "https\://www\.bulk.com/media/catalog/product/b/b/bble\_cmas\_vanilla\_image\_1\_UK\_c77f.jpg",                |
|                     | "availability": "InStock",       "price": 11.49,       "priceCurrency": "GBP",       "itemCondition":          |
|                     | "NewCondition",       "priceValidUntil": "2025-07-01",       "priceSpecification": {         "@type":          |
|                     | "UnitPriceSpecification",         "priceType": "https\://schema.org/ListPrice",         "price": 19.99,        |
|                     |  "priceCurrency": "GBP"       }     },     {       "@type": "Offer",       "sku": "BBLE-CMAS-VANI-2500-V2",    |
|                     |    "url":                                                                                                      |
|                     | "https\://www\.bulk.com/uk/products/complete-mass-gainer/bble-cmas?view=ppc\&o=MTc5LTMzLDE3OC0xNzkzNQ==",      |
|                     |  "gtin": "5055950622791",       "image":                                                                       |
|                     | "https\://www\.bulk.com/media/catalog/product/b/b/bble\_cmas\_vanilla\_image\_1\_UK\_c77f.jpg",                |
|                     | "availability": "InStock",       "price": 27.49,       "priceCurrency": "GBP",       "itemCondition":          |
|                     | "NewCondition",       "priceValidUntil": "2025-07-01",       "priceSpecification": {         "@type":          |
|                     | "UnitPriceSpecification",         "priceType": "https\://schema.org/ListPrice",         "price": 41.99,        |
|                     |  "priceCurrency": "GBP"       }     },     {       "@type": "Offer",       "sku": "BBLE-CMAS-VANI-5000-V2",    |
|                     |    "url":                                                                                                      |
|                     | "https\://www\.bulk.com/uk/products/complete-mass-gainer/bble-cmas?view=ppc\&o=MTc5LTM0LDE3OC0xNzkzNQ==",      |
|                     |  "gtin": "5055950622807",       "image":                                                                       |
|                     | "https\://www\.bulk.com/media/catalog/product/b/b/bble\_cmas\_vanilla\_image\_1\_UK\_c77f.jpg",                |
|                     | "availability": "InStock",       "price": 46.49,       "priceCurrency": "GBP",       "itemCondition":          |
|                     | "NewCondition",       "priceValidUntil": "2025-07-01",       "priceSpecification": {         "@type":          |
|                     | "UnitPriceSpecification",         "priceType": "https\://schema.org/ListPrice",         "price": 69.99,        |
|                     |  "priceCurrency": "GBP"       }     }   ],   "aggregateRating": {     "@type": "AggregateRating",              |
|                     | "ratingValue": 4.4,     "reviewCount": 2212,     "bestRating": 5   } }                                         |
+---------------------+----------------------------------------------------------------------------------------------------------------+
| hreflang-es-ES      | https\://www\.bulk.com/es/products/masa-completa/bble-cmas                                                     |
+---------------------+----------------------------------------------------------------------------------------------------------------+
| hreflang-de-AT      | https\://www\.bulk.com/at/products/complete-masse-aut/bble-cmas                                                |
+---------------------+----------------------------------------------------------------------------------------------------------------+
| hreflang-en-BG      | https\://www\.bulk.com/eu/products/complete-mass-gainer/bble-cmas                                              |
+---------------------+----------------------------------------------------------------------------------------------------------------+
| hreflang-en-HR      | https\://www\.bulk.com/eu/products/complete-mass-gainer/bble-cmas                                              |
+---------------------+----------------------------------------------------------------------------------------------------------------+
| hreflang-en-EE      | https\://www\.bulk.com/eu/products/complete-mass-gainer/bble-cmas                                              |
+---------------------+----------------------------------------------------------------------------------------------------------------+
| hreflang-en-FI      | https\://www\.bulk.com/eu/products/complete-mass-gainer/bble-cmas                                              |
+---------------------+----------------------------------------------------------------------------------------------------------------+
| hreflang-en-GR      | https\://www\.bulk.com/eu/products/complete-mass-gainer/bble-cmas                                              |
+---------------------+----------------------------------------------------------------------------------------------------------------+
| hreflang-en-HU      | https\://www\.bulk.com/eu/products/complete-mass-gainer/bble-cmas                                              |
+---------------------+----------------------------------------------------------------------------------------------------------------+
| hreflang-en-LV      | https\://www\.bulk.com/eu/products/complete-mass-gainer/bble-cmas                                              |
+---------------------+----------------------------------------------------------------------------------------------------------------+
| hreflang-en-LT      | https\://www\.bulk.com/eu/products/complete-mass-gainer/bble-cmas                                              |
+---------------------+----------------------------------------------------------------------------------------------------------------+
| hreflang-en-LU      | https\://www\.bulk.com/eu/products/complete-mass-gainer/bble-cmas                                              |
+---------------------+----------------------------------------------------------------------------------------------------------------+
| hreflang-en-MT      | https\://www\.bulk.com/eu/products/complete-mass-gainer/bble-cmas                                              |
+---------------------+----------------------------------------------------------------------------------------------------------------+
| hreflang-en-SK      | https\://www\.bulk.com/eu/products/complete-mass-gainer/bble-cmas                                              |
+---------------------+----------------------------------------------------------------------------------------------------------------+
| hreflang-en-SI      | https\://www\.bulk.com/eu/products/complete-mass-gainer/bble-cmas                                              |
+---------------------+----------------------------------------------------------------------------------------------------------------+
| hreflang-en-NO      | https\://www\.bulk.com/eu/products/complete-mass-gainer/bble-cmas                                              |
+---------------------+----------------------------------------------------------------------------------------------------------------+
| hreflang-nl-NL      | https\://www\.bulk.com/nl/products/complete-massa-nl/bble-cmas                                                 |
+---------------------+----------------------------------------------------------------------------------------------------------------+
| hreflang-nl-BE      | https\://www\.bulk.com/nl/products/complete-massa-nl/bble-cmas                                                 |
+---------------------+----------------------------------------------------------------------------------------------------------------+
| hreflang-ro-RO      | https\://www\.bulk.com/ro/products/complete-mass/bble-cmas                                                     |
+---------------------+----------------------------------------------------------------------------------------------------------------+
| hreflang-fr-FR      | https\://www\.bulk.com/fr/products/formulation-complete-prise-de-masse/bble-cmas                               |
+---------------------+----------------------------------------------------------------------------------------------------------------+
| hreflang-fr-LU      | https\://www\.bulk.com/fr/products/formulation-complete-prise-de-masse/bble-cmas                               |
+---------------------+----------------------------------------------------------------------------------------------------------------+
| hreflang-sv-SE      | https\://www\.bulk.com/se/products/complete-mass-se/bble-cmas                                                  |
+---------------------+----------------------------------------------------------------------------------------------------------------+
| hreflang-da-DK      | https\://www\.bulk.com/dk/products/complete-mass-weight-gainer/bble-cmas                                       |
+---------------------+----------------------------------------------------------------------------------------------------------------+
| hreflang-cs-CZ      | https\://www\.bulk.com/cz/products/complete-mass/bble-cmas                                                     |
+---------------------+----------------------------------------------------------------------------------------------------------------+
| hreflang-en-GB      | https\://www\.bulk.com/uk/products/complete-mass-gainer/bble-cmas                                              |
+---------------------+----------------------------------------------------------------------------------------------------------------+
| hreflang-en-IE      | https\://www\.bulk.com/ie/products/complete-mass-gainer/bble-cmas                                              |
+---------------------+----------------------------------------------------------------------------------------------------------------+
| hreflang-pl-PL      | https\://www\.bulk.com/pl/products/kompletna-mieszanka-na-mase-miesniowa-pl/bble-cmas                          |
+---------------------+----------------------------------------------------------------------------------------------------------------+
